66.75,41.75,0.5
63.882,38.086,0.51592
74.276,48.588,0.51377
76.845,50.041,0.53608
81.215,52.299,0.57832
85.841,54.454,0.62773
92.393,57.395,0.69997
97.932,61.807,0.72249
94.125,55.784,0.76681
95.026,53.39,0.83271
95.418,51.222,0.88391
94.268,48.725,0.91084
99.983,52.533,0.949
107.62,54.297,1.0665
112.69,50.734,1.2392
123.73,54.915,1.3762
133.93,54.852,1.5816
137.73,49.784,1.759
159.33,53.957,2.1074
171.77,50.766,2.42
193.04,54.097,2.7788
236.61,55.086,3.6305
253.39,49.079,4.0862
300.68,46.499,5.0836
388.2,53.172,6.7006
444.34,52.098,7.8448
546.68,50.201,9.9295
76.503,53.011,0.46985
76.671,50.464,0.52415
80.792,52.895,0.55794
84.652,53.336,0.62632
81.236,50.141,0.6219
83.717,50.214,0.67005
86.852,52.442,0.68821
87.092,51.907,0.70371
88.018,52.481,0.71074
91.931,55.834,0.72193
93.505,55.376,0.76257
96.838,58.878,0.75919
97.75,59.815,0.7587
96.992,56.626,0.80731
99.998,56.462,0.87072
106.34,57.884,0.96906
109.76,62.352,0.94806
109.85,59.113,1.0147
110.51,53.888,1.1324
114,51.562,1.2488
116.85,48.852,1.3599
125.87,48.71,1.5432
74.179,47.956,0.52446
78.051,49.319,0.57464
78.807,48.1,0.61415
74.393,43.622,0.61541
76.451,44.267,0.64368
75.188,45.099,0.60179
82.994,50.205,0.65578
84.333,50.362,0.67941
89.331,55.555,0.67551
92.31,55.7,0.73219
95.641,58.154,0.74975
100.36,61.059,0.78611
102.9,60.929,0.83937
115.56,65.7,0.99729
120.19,66.599,1.0718
125.95,60.967,1.2996
153.73,67.633,1.7219
182.08,75.463,2.1323
205.11,76.661,2.569
224.77,76.049,2.9744
265.23,81.007,3.6845
305.47,83.322,4.443
341.88,81.072,5.2161
101.6,73.904,0.55396
106.56,79.76,0.53596
108.14,80.854,0.54578
112.82,82.675,0.60297
119.61,87.892,0.63443
124.44,92.077,0.6472
126.07,91.306,0.69519
131.01,92.784,0.76449
133.62,96.85,0.73545
135.19,98.29,0.738
136.79,99.107,0.7537
136.3,99.158,0.74277
140.1,101.74,0.76738
145.21,101.79,0.86828
150.55,103.06,0.9498
151.06,105.09,0.91946
151.87,102.22,0.99292
157.09,105.21,1.0376
164.64,107.95,1.1339
175.57,111.78,1.2758
179.6,107.5,1.4419
137.11,111.9,0.5041
139.57,114.95,0.49241
148.55,120.77,0.55552
146.54,118.74,0.55585
154.29,125.37,0.57839
159.23,128.92,0.60634
164.38,132.78,0.63199
161.46,128.87,0.65179
161.05,126.42,0.69271
164.17,126.36,0.75625
171.34,131.35,0.79972
169.19,129.66,0.79069
171.75,128.26,0.86995
176.95,130.88,0.92141
187.09,136.91,1.0036
192.57,136.09,1.1297
204.79,132.3,1.4499
219.23,132.2,1.7405
237.79,136,2.0357
239.14,129.2,2.1988
154.7,128.98,0.51445
152.57,125.98,0.53177
153.83,126.25,0.55168
160.63,128.67,0.63905
156.98,124.31,0.65335
158.25,125.71,0.65081
156.47,123.77,0.65409
156.89,120.94,0.71893
155.63,120.63,0.69995
156.19,121.24,0.69886
158.98,122.98,0.71993
159.14,121.76,0.74772
166.82,126.13,0.8138
173.2,130.3,0.85795
179.78,132.89,0.93784
183.23,132.65,1.0117
193.14,136.58,1.1311
200,139.06,1.2188
220.9,143.75,1.5429
170.84,144.61,0.52474
166.74,141.31,0.50873
166.63,139.88,0.53501
170.72,142.66,0.56126
173.18,146.46,0.53442
175.76,150.06,0.51398
181.95,154.61,0.54683
183.05,155.23,0.55635
183.75,156.24,0.55021
187.33,156.27,0.62122
193.06,160.21,0.65714
202.16,165.19,0.73937
206.29,165.72,0.81154
212.77,170.75,0.8405
212.11,167.31,0.89587
212.29,166.05,0.92477
214.34,165.45,0.97766
216.64,167.39,0.9849
227.93,174.32,1.0722
199.49,174.66,0.49651
203.27,174.34,0.5786
204.6,174.07,0.6107
201.08,170.59,0.60972
200.41,169.75,0.61307
199.62,167.54,0.64153
203.38,168.04,0.7069
207,167.18,0.79647
213.75,171.12,0.85265
227.17,175.5,1.0334
228.35,173.59,1.095
238.07,177.17,1.218
242.59,177.31,1.3056
258.58,181.93,1.5329
270.61,178.71,1.838
288.76,180.36,2.168
315.05,179.5,2.7111
343.76,180.9,3.2571
389.89,185.95,4.0787
209.4,182.21,0.54376
209.45,182.26,0.54367
212.15,183.16,0.57993
215.01,183.43,0.63158
222.89,187.78,0.70219
219.32,185.63,0.67379
215.75,182.29,0.6692
212.77,177.97,0.69604
223.26,185.88,0.7476
222.22,183.81,0.76822
225.59,183.66,0.83842
223.72,184.41,0.78622
225.51,181.86,0.87302
226.42,178.32,0.96198
228.79,180.2,0.97183
233.33,185.33,0.96001
230.16,182.61,0.95093
226.95,179.6,0.94698
228.37,177.22,1.0229
235.83,178.6,1.1447
245.55,179.7,1.3169
262.58,182.04,1.611
276.91,181.03,1.9175
285.63,182.64,2.0599
211.87,186.56,0.50622
217.9,193.14,0.49516
216.03,192.9,0.46264
218.73,196.02,0.4541
217.93,193.89,0.48094
217.51,191.77,0.51473
222.99,196.72,0.5254
225.12,197.23,0.55787
223.53,195.74,0.55568
227.78,199.73,0.56095
232.35,204.43,0.55839
237.86,208.17,0.59383
240.56,207.58,0.65972
244.93,209.49,0.70865
244.83,207.06,0.75538
243.93,206.82,0.74216
242.78,204.85,0.75861
246.64,208.92,0.7545
248.03,210.01,0.76045
254.71,215.87,0.77693
258.29,216.05,0.84468
262.98,216.85,0.92246
271.11,220.77,1.0067
275.36,218.56,1.1361
280.86,216.81,1.281
289.89,216.52,1.4674
303.42,216.13,1.7459
320.46,216.93,2.0707
343.94,218.41,2.5105
242.84,217.25,0.51187
244.43,216.04,0.56773
244.22,214.49,0.59457
244.37,215.34,0.58052
244.46,212.35,0.64215
248.07,212.22,0.71696
249.35,212.92,0.72846
248.63,214.87,0.67514
246.98,214.59,0.64796
249.61,215.72,0.67769
251.94,216.73,0.70423
260.67,220.3,0.80741
263.78,222.46,0.82638
263.28,215.81,0.94942
265.41,217.96,0.94903
271.08,216.98,1.0819
238.31,214.53,0.47549
238.27,213.81,0.48908
243.87,220.21,0.47319
244.99,220.41,0.49159
248.39,221.9,0.52993
249.57,222.05,0.55044
254.47,226.75,0.55438
251.32,220.21,0.62219
255.76,223.7,0.64125
257.57,224.99,0.65161
262.22,229.34,0.65766
261.1,227.06,0.68078
259.39,223.57,0.71631
265.93,229.56,0.72737
268.44,229.11,0.78667
272.16,229.62,0.85078
274.9,229.38,0.91028
269.58,221.76,0.95646
274.86,224.95,0.99812
277.52,224.75,1.0553
292.74,228.28,1.2892
313.68,228.13,1.711
340.06,231.11,2.1789
361.87,228.91,2.6592
398.02,233.03,3.2998
431.2,231.34,3.9971
464.19,231.11,4.6616
515.67,233.09,5.6516
581.13,230.78,7.0068
705.03,226.85,9.5634
249.79,226.34,0.46903
251.53,227.17,0.48716
251.68,225.34,0.5267
250.98,224.69,0.5257
246.27,218.79,0.5496
248.04,218.91,0.58253
251.17,221.38,0.59571
252.45,221.41,0.62068
260.33,228.23,0.64188
256.78,221.9,0.69751
265.68,226.32,0.78712
273.26,230.78,0.84947
277.52,230.73,0.93574
281.04,230.94,1.002
289.72,233.17,1.131
302.47,237.03,1.3089
311.3,239.09,1.4442
325.32,239.47,1.7171
339.91,236.88,2.0608
359.85,230.63,2.5844
372.12,230.71,2.8282
409.29,232.33,3.5391
458.35,237.31,4.4207
510.34,242.16,5.3637
570.73,240.65,6.6015
668.21,242.24,8.5193
725.46,245.48,9.5995
853.79,243.13,12.213
955.5,244.28,14.224
276.17,250.91,0.50508
283.86,257.39,0.5295
